timestep,uplink_bandwidth,downlink_bandwidth,network_delay_ms,packet_loss_rate,channel_utilization,load_factor,snr_db,is_outage,is_congestion,is_jitter_storm
711,22.544,29.947,79.232,0.11025,0.5693,0.6262,-8.41,0,1,0
712,23.247,44.999,103.338,0.20068,0.4892,0.6326,-9.35,0,1,0
713,23.703,50.57,77.398,0.16153,0.4286,0.6393,-9.21,0,1,0
714,30.966,50.276,79.433,0.17039,0.4041,0.6562,-10.0,0,1,0
715,32.783,51.39,68.945,0.10907,0.49,0.6708,-10.0,0,1,0
716,30.852,49.254,78.088,0.19991,0.449,0.6956,-9.42,0,1,0
717,44.323,77.667,84.331,0.06794,0.3913,0.7131,-9.48,0,1,0
718,46.029,66.884,56.698,0.07296,0.3542,0.6809,-10.0,0,1,0
719,23.107,30.084,105.081,0.3754,0.3222,0.6913,-8.83,0,1,0
720,19.704,24.483,67.441,0.17494,0.5249,0.692,-7.68,0,1,0
721,34.031,66.185,69.752,0.1229,0.3824,0.7003,-10.0,0,1,0
722,27.006,46.899,174.841,0.24315,0.3553,0.7088,-10.0,0,1,1
723,44.951,86.954,65.544,0.15984,0.3549,0.7175,-10.0,0,1,0
724,42.127,67.795,87.429,0.12867,0.2267,0.7314,-10.0,0,1,0
725,45.008,73.002,55.717,0.08347,0.3732,0.7355,-10.0,0,1,0
726,16.065,21.099,72.808,0.1098,0.3416,0.8097,-9.52,0,1,0
727,22.107,26.175,84.89,0.25652,0.3487,0.7791,-10.0,0,1,0
728,42.881,55.298,82.991,0.13015,0.2603,0.7712,-6.68,0,1,0
729,42.041,71.681,82.402,0.22611,0.2382,0.8034,-10.0,0,1,0
730,25.11,46.246,76.806,0.11344,0.2898,0.8207,-10.0,0,1,0
731,31.517,57.05,86.565,0.20961,0.3367,0.8232,-8.27,0,1,0
732,17.502,35.619,65.65,0.11353,0.3858,0.8308,-9.33,0,1,0
733,38.136,64.211,63.583,0.22363,0.2765,0.8135,-8.06,0,1,0
734,33.13,41.801,73.249,0.16924,0.2796,0.8839,-7.69,0,1,0
735,43.854,67.578,77.618,0.08367,0.3783,0.9018,-10.0,0,1,0
736,26.999,35.01,114.842,0.30553,0.2833,0.8524,-10.0,0,1,0
737,40.493,52.74,34.131,0.07561,0.1788,0.8956,-10.0,0,1,0
738,26.988,21.291,76.529,0.18635,0.3091,0.8838,-10.0,0,1,0
739,34.116,51.093,68.4,0.16699,0.3124,0.9097,-10.0,0,1,0
740,31.687,27.995,107.531,0.24552,0.2828,0.8906,-10.0,0,1,0
741,26.286,57.216,165.512,0.18183,0.2698,0.9141,-9.39,0,1,1
742,33.718,44.921,85.193,0.17901,0.2501,0.9126,-10.0,0,1,0
743,40.669,55.313,71.036,0.15961,0.2556,0.9412,-10.0,0,1,0
744,42.538,65.189,61.408,0.08609,0.244,0.9849,-10.0,0,1,0
745,26.772,45.86,83.553,0.18904,0.2911,0.9436,-10.0,0,1,0
746,43.837,76.541,89.561,0.11412,0.3038,0.9773,-10.0,0,1,0
747,32.069,57.44,66.925,0.06265,0.2962,1.0036,-6.78,0,1,0
748,30.645,49.097,55.862,0.11679,0.2188,1.0624,-9.13,0,1,0
749,33.655,70.533,53.029,0.16174,0.357,1.0062,-8.78,0,1,0
750,22.008,40.975,67.357,0.076,0.272,1.055,-6.66,0,1,0
751,22.162,37.892,133.994,0.17137,0.3565,1.0288,-9.11,0,1,1
752,26.231,33.957,140.142,0.15563,0.2641,1.0601,-8.53,0,1,1
753,18.388,40.539,58.834,0.12941,0.3671,1.0664,-7.46,0,1,0
754,19.734,46.842,53.933,0.0955,0.2765,1.0927,-9.06,0,1,0
755,32.451,42.468,125.559,0.18361,0.2764,1.1264,-10.0,0,1,1
756,21.067,34.476,63.919,0.18796,0.2879,1.1301,-10.0,0,1,0
757,23.646,29.565,163.44,0.23429,0.2859,1.0938,-8.57,0,1,1
758,29.19,47.766,152.707,0.16189,0.2772,1.1574,-8.45,0,1,1
759,29.164,65.539,52.22,0.10187,0.2532,1.1109,-8.58,0,1,0
760,0.1,0.1,165.273,0.12545,0.7743,1.4319,-10.0,0,1,0
761,0.1,0.1,133.417,0.17719,0.5495,1.3078,-10.0,0,1,0
762,1.183,1.581,107.83,0.10355,0.6316,1.3562,-10.0,0,1,0
763,0.1,0.1,141.262,0.25865,0.6965,1.3594,-10.0,0,1,0
764,0.1,0.1,198.564,0.20505,0.5841,1.3251,-10.0,0,1,1
765,0.1,0.1,141.008,0.10314,0.8077,1.4082,-10.0,0,1,0
766,0.1,0.1,124.138,0.14277,0.7037,1.4311,-10.0,0,1,0
767,0.1,0.1,143.816,0.21596,0.6338,1.429,-10.0,0,1,0
768,0.1,0.1,127.427,0.20382,0.6264,1.3642,-10.0,0,1,0
769,0.846,7.019,137.095,0.1402,0.6963,1.4218,-10.0,0,1,0
770,0.1,5.065,130.614,0.18926,0.717,1.4018,-10.0,0,1,0
771,0.1,2.218,115.178,0.15724,0.6715,1.4391,-10.0,0,1,0
772,0.1,0.1,142.839,0.1791,0.5773,1.4338,-10.0,0,1,0
773,0.1,0.1,144.251,0.11366,0.6491,1.4484,-10.0,0,1,0
774,0.1,0.1,490.246,0.25101,0.6422,1.4353,-10.0,0,1,1
775,0.1,0.1,149.076,0.21581,0.5362,1.422,-10.0,0,1,0
776,0.1,0.1,127.284,0.17912,0.6845,1.4336,-10.0,0,1,0
777,0.1,0.1,151.743,0.21701,0.8241,1.5375,-10.0,0,1,0
778,0.1,0.1,162.531,0.2791,0.8347,1.5412,-10.0,0,1,0
779,0.1,0.1,142.924,0.19402,0.838,1.5572,-10.0,0,1,0
780,0.1,0.1,204.523,0.26046,0.7828,1.5805,-10.0,0,1,1
781,0.1,0.1,206.243,0.30602,0.787,1.5587,-10.0,0,1,1
782,0.1,0.1,252.364,0.25867,0.7833,1.4716,-10.0,0,1,1
783,0.1,0.1,165.755,0.27702,0.8491,1.6119,-10.0,0,1,1
784,0.1,0.1,199.696,0.26046,0.9359,1.5869,-10.0,0,1,1
785,0.1,0.1,232.277,0.32664,0.9094,1.5842,-10.0,0,1,1
786,0.1,0.1,435.896,0.22444,0.8387,1.5863,-10.0,0,1,1
787,0.1,0.1,432.718,0.25322,0.8034,1.6057,-10.0,0,1,1
788,0.1,0.1,160.361,0.24558,0.7035,1.5999,-10.0,0,1,1
789,0.1,0.1,154.135,0.20769,0.9233,1.6113,-10.0,0,1,1
790,0.1,0.1,164.13,0.16372,0.7716,1.6124,-10.0,0,1,1
791,0.1,0.1,145.283,0.24016,0.8449,1.5934,-10.0,0,1,1
792,0.1,0.1,186.921,0.25493,0.8207,1.6441,-10.0,0,1,1
793,0.1,0.1,174.537,0.20941,0.99,1.652,-10.0,0,1,1
794,0.1,0.1,278.747,0.2512,0.807,1.6472,-9.78,0,1,1
795,2.833,13.862,160.99,0.2852,0.884,1.6272,-10.0,0,1,1
796,0.1,0.1,359.706,0.22784,0.9382,1.6594,-10.0,0,1,1
797,0.1,0.1,283.64,0.30821,0.99,1.6613,-10.0,0,1,1
798,0.1,0.1,510.971,0.29626,0.99,1.6679,-10.0,0,1,1
799,0.1,0.1,217.398,0.18132,0.9149,1.6368,-10.0,0,1,1
800,0.1,0.1,246.198,0.28706,0.9591,1.6705,-10.0,0,1,1
801,0.1,0.1,154.702,0.21875,0.99,1.7213,-10.0,0,1,1
802,0.1,0.1,345.216,0.22687,0.7932,1.6469,-10.0,0,1,1
803,0.1,0.1,185.873,0.31176,0.99,1.6797,-10.0,0,1,1
804,0.1,0.1,248.209,0.21289,0.9705,1.6398,-10.0,0,1,1
805,0.1,0.1,181.541,0.19984,0.99,1.6745,-10.0,0,1,1
806,0.1,0.1,194.434,0.24117,0.99,1.6165,-10.0,0,1,1
807,0.1,0.1,293.666,0.20571,0.9173,1.6607,-10.0,0,1,1
808,0.1,0.1,209.764,0.22495,0.99,1.6921,-10.0,0,1,1
809,0.1,0.1,251.982,0.48405,0.8742,1.6433,-10.0,0,1,1
810,0.1,0.1,240.386,0.21487,0.99,1.7466,-10.0,0,1,1
811,38.375,63.568,20.571,0.00265,0.4625,1.4497,-7.94,0,0,0
812,47.385,82.819,21.567,0.01381,0.5001,1.45,-3.48,0,0,0
813,43.177,64.415,38.017,0.00739,0.5938,1.45,0.34,0,0,0
814,32.419,62.824,21.785,0.04796,0.3969,1.4497,3.74,0,0,0
815,83.712,126.998,19.327,0.0089,0.4341,1.4491,6.56,0,0,0
816,86.437,119.717,33.869,0.022,0.5447,1.4483,7.85,0,0,0
817,108.797,172.684,30.066,0.11227,0.4322,1.4471,10.53,0,0,0
818,92.022,142.253,28.516,0.01977,0.5179,1.4457,10.79,0,0,0
819,90.906,142.296,27.848,0.00018,0.5146,1.444,9.91,0,0,0
820,79.669,141.751,43.56,0.03507,0.6807,1.582,10.89,0,0,0
821,98.804,141.323,33.395,0.00965,0.554,1.5998,10.84,0,0,0
822,104.097,183.621,40.024,0.00307,0.4827,1.5272,11.65,0,0,0
823,130.775,242.634,40.451,0.05484,0.5586,1.5744,15.9,0,0,0
824,126.214,205.408,35.446,0.02048,0.5905,1.6313,14.67,0,0,0
825,143.969,245.714,32.136,0.01118,0.6051,1.5305,16.05,0,0,0
826,114.213,202.798,53.828,0.18317,0.6332,1.5568,17.31,0,0,0
827,159.438,279.93,30.771,0.06067,0.5422,1.5329,16.71,0,0,0
828,132.014,224.715,56.313,0.11516,0.6742,1.5513,18.4,0,0,0
829,178.803,324.374,35.921,0.00435,0.6327,1.5494,21.6,0,0,0
830,161.595,277.398,39.122,0.0104,0.6531,1.5672,20.75,0,0,0
831,170.416,325.996,61.995,0.15673,0.6083,1.5447,23.01,0,0,0
832,203.983,253.529,34.902,0.04784,0.6078,1.5545,22.98,0,0,0
833,196.679,333.305,43.748,0.05809,0.6139,1.5991,23.46,0,0,0
834,202.661,319.785,32.778,0.0076,0.6822,1.5159,24.61,0,0,0
835,176.735,283.779,63.863,0.13322,0.7341,1.5074,25.74,0,0,0
836,208.922,351.022,43.843,0.02898,0.6651,1.5363,26.21,0,0,0
837,212.406,388.334,37.978,0.0281,0.6336,1.4699,24.9,0,0,0
838,171.918,296.544,60.4,0.11005,0.6569,1.4757,24.53,0,0,0
839,210.143,300.689,45.444,0.01897,0.5841,1.5188,24.9,0,0,0
840,185.279,241.113,44.121,0.06961,0.6504,1.4742,23.99,0,0,0
841,190.805,279.752,34.391,0.02867,0.7574,1.5044,26.66,0,0,0
842,175.761,319.089,51.427,0.0823,0.7386,1.5069,26.26,0,0,0
843,204.973,318.003,42.28,0.02978,0.7373,1.4066,27.89,0,0,0
844,228.077,441.965,33.396,0.01065,0.6709,1.4487,28.65,0,0,0
845,243.39,438.633,29.982,0.01301,0.6456,1.393,28.26,0,0,0
846,229.763,323.104,31.81,0.02623,0.6015,1.2997,27.15,0,0,0
847,240.689,458.387,27.839,0.03024,0.5968,1.2912,27.22,0,0,0
848,205.49,392.656,24.954,0.00687,0.6608,1.2825,25.95,0,0,0
849,223.384,353.962,36.912,0.01072,0.6812,1.2736,25.65,0,0,0
850,218.503,411.711,30.031,0.00022,0.644,1.2645,26.67,0,0,0
851,249.076,444.253,21.724,0.0014,0.5753,1.2553,27.25,0,0,0
852,232.02,386.08,31.972,0.03627,0.6932,1.2459,26.84,0,0,0
853,230.819,322.386,30.872,0.01501,0.6504,1.2363,26.48,0,0,0
854,219.669,442.909,26.721,3e-05,0.7269,1.2266,27.57,0,0,0
855,231.344,426.222,28.868,0.06147,0.5485,1.2168,26.98,0,0,0
856,244.865,404.161,21.319,0.00557,0.6364,1.2068,27.57,0,0,0
857,262.421,425.569,14.779,0.00552,0.4944,1.1967,27.02,0,0,0
858,199.804,271.518,27.708,0.03141,0.6137,1.1865,25.83,0,0,0
859,217.248,401.817,31.615,0.01064,0.6732,1.1761,26.92,0,0,0
860,202.508,277.485,35.395,0.02946,0.6318,1.1657,25.52,0,0,0
861,225.434,431.704,18.918,0.00644,0.6821,1.1551,26.45,0,0,0
862,211.381,276.791,29.755,0.00218,0.6657,1.1444,27.19,0,0,0
863,256.113,368.664,34.706,0.04556,0.5251,1.1337,27.81,0,0,0
864,272.851,466.478,25.47,0.00057,0.5394,1.1228,29.27,0,0,0
865,234.746,443.217,26.969,0.01433,0.6519,1.1119,30.5,0,0,0
866,270.963,431.493,26.464,0.00506,0.6155,1.1009,29.02,0,0,0
867,252.517,395.195,23.771,0.00172,0.5644,1.0899,27.07,0,0,0
868,196.698,327.9,46.516,0.11478,0.6332,1.0788,25.92,0,0,0
869,233.238,365.625,22.609,0.01603,0.6322,1.0676,26.23,0,0,0
870,224.597,398.13,29.009,0.03575,0.616,1.0564,26.85,0,0,0
871,222.004,351.202,41.552,0.08195,0.5976,1.0452,26.24,0,0,0
872,233.298,365.375,25.852,0.01133,0.5459,1.0339,26.06,0,0,0
873,256.187,347.208,28.48,0.05486,0.445,1.0226,26.95,0,0,0
874,205.021,262.253,25.367,0.022,0.5606,1.0113,25.09,0,0,0
875,204.795,286.853,48.045,0.08225,0.6159,1.0,26.74,0,0,0
876,225.05,429.475,28.883,0.07768,0.5214,0.9887,25.7,0,0,0
877,243.815,327.596,25.074,0.01155,0.5596,0.9774,26.07,0,0,0
878,197.317,292.018,44.779,0.1248,0.5842,0.9661,25.7,0,0,0
879,238.141,363.657,32.538,0.07139,0.4862,0.9548,25.77,0,0,0
880,228.748,297.493,28.981,0.06356,0.3654,0.9436,23.17,0,0,0
881,187.631,237.541,33.841,0.07044,0.563,0.9324,22.53,0,0,0
882,206.618,284.817,30.781,0.09445,0.4494,0.9212,23.1,0,0,0
883,176.075,292.993,27.425,0.04609,0.4983,0.9101,19.77,0,0,0
884,198.031,298.734,28.586,0.06228,0.4196,0.8991,18.98,0,0,0
885,137.697,232.618,75.275,0.12609,0.7342,0.8956,18.17,0,1,0
886,107.559,205.099,92.198,0.09182,0.663,0.8772,15.74,0,1,0
887,92.146,123.081,67.857,0.11974,0.643,0.8663,13.07,0,1,0
888,121.173,217.018,66.724,0.06289,0.6271,0.8556,13.42,0,1,0
889,58.21,84.263,88.728,0.21175,0.7713,0.8599,8.8,0,1,0
890,57.135,102.011,91.455,0.17351,0.5846,0.8343,7.55,0,1,0
891,32.734,65.241,72.709,0.1707,0.6856,0.8239,5.74,0,1,0
892,38.934,81.462,82.553,0.10232,0.4823,0.8285,0.58,0,1,0
893,22.385,39.766,77.219,0.18125,0.6255,0.8058,-1.14,0,1,0
894,8.991,28.533,90.954,0.19997,0.5932,0.7932,-2.73,0,1,0
895,19.469,18.572,81.65,0.17135,0.574,0.7857,-3.95,0,1,0
896,21.114,43.883,89.542,0.12281,0.5814,0.7734,-4.58,0,1,0
897,43.145,75.719,79.785,0.17678,0.5966,0.7637,-4.46,0,1,0
898,8.398,5.454,106.727,0.19762,0.5498,0.7541,-3.05,0,1,1
899,23.197,48.619,92.439,0.22114,0.5271,0.7447,-6.38,0,1,0
900,26.238,41.372,122.453,0.10623,0.6783,0.893,-8.55,0,1,0
901,18.734,35.565,95.911,0.1297,0.6218,0.9064,-10.0,0,1,0
902,20.547,37.857,107.082,0.08959,0.623,0.9075,-10.0,0,1,0
903,11.854,23.716,109.772,0.22298,0.5916,0.8888,-10.0,0,1,0
904,7.29,5.96,120.392,0.18547,0.6172,0.8778,-9.39,0,1,0
905,36.487,43.054,100.755,0.1341,0.6684,0.8645,-10.0,0,1,0
906,21.341,35.709,89.072,0.139,0.6371,0.8363,-10.0,0,1,0
907,40.127,60.41,89.854,0.13292,0.6517,0.8309,-10.0,0,1,0
908,12.996,29.572,105.205,0.18115,0.5615,0.8331,-10.0,0,1,0
909,0.1,3.167,132.362,0.24732,0.5838,0.8631,-9.5,0,1,0
910,10.43,18.819,213.264,0.23116,0.5876,0.8058,-9.57,0,1,1
911,0.1,0.1,119.845,0.19565,0.5651,0.8412,-10.0,0,1,0
912,18.239,36.755,111.8,0.13125,0.5863,0.8343,-10.0,0,1,0
913,13.307,28.449,96.23,0.17237,0.5263,0.7676,-10.0,0,1,0
914,14.129,15.762,83.356,0.15531,0.3889,0.7637,-10.0,0,1,0
915,7.562,12.29,107.675,0.16503,0.5164,0.8076,-10.0,0,1,0
916,28.997,57.43,89.257,0.11793,0.3945,0.7966,-10.0,0,1,0
917,2.118,0.1,89.04,0.14987,0.6287,0.8184,-10.0,0,1,0
918,19.497,25.071,87.689,0.21011,0.3771,0.718,-10.0,0,1,0
919,14.921,15.656,93.364,0.10658,0.4656,0.7803,-10.0,0,1,0
920,13.731,34.22,108.828,0.21963,0.4324,0.7553,-10.0,0,1,1
921,12.779,26.318,115.794,0.21103,0.5324,0.7356,-10.0,0,1,1
922,0.1,0.1,93.282,0.12356,0.4671,0.7987,-10.0,0,1,0
923,31.314,43.342,79.186,0.14186,0.4162,0.7696,-10.0,0,1,0
924,21.513,33.917,88.567,0.1341,0.5165,0.6507,-10.0,0,1,0
925,2.795,6.132,96.287,0.08507,0.5592,0.7295,-10.0,0,1,0
926,23.332,34.418,95.505,0.21198,0.511,0.7512,-10.0,0,1,0
927,31.446,53.754,100.004,0.15215,0.5106,0.7181,-10.0,0,1,0
928,17.674,18.948,104.375,0.12981,0.4216,0.7803,-10.0,0,1,0
929,0.1,0.1,106.51,0.21437,0.673,0.8027,-10.0,0,1,0
930,23.754,46.37,98.04,0.09434,0.4204,0.703,-10.0,0,1,0
931,28.494,40.832,90.204,0.16851,0.2609,0.751,-10.0,0,1,0
932,33.631,58.033,96.811,0.21471,0.4034,0.6818,-10.0,0,1,0
933,33.561,45.494,98.71,0.1034,0.5221,0.7279,-10.0,0,1,0
934,20.717,43.006,240.5,0.15975,0.358,0.7017,-10.0,0,1,1
935,7.095,11.733,116.101,0.19097,0.4322,0.7884,-10.0,0,1,0
936,12.113,19.874,92.217,0.09754,0.4108,0.7703,-10.0,0,1,0
937,22.557,39.574,94.305,0.13122,0.4,0.695,-10.0,0,1,0
938,24.393,23.377,116.881,0.22909,0.4148,0.7075,-10.0,0,1,0
939,9.9,27.049,130.96,0.23878,0.4545,0.7378,-10.0,0,1,0
940,30.548,43.685,87.504,0.15907,0.4911,0.7284,-10.0,0,1,0
941,35.34,62.21,108.44,0.22962,0.3369,0.6442,-10.0,0,1,0
942,10.209,7.655,83.725,0.20712,0.4313,0.6129,-10.0,0,1,0
943,19.68,35.938,81.26,0.14673,0.3418,0.6218,-10.0,0,1,0
944,36.86,64.824,70.997,0.14569,0.3301,0.646,-10.0,0,1,0
945,23.674,55.081,73.46,0.14702,0.3881,0.613,-10.0,0,1,0
946,59.47,88.692,16.086,0.00925,0.0631,0.5677,-5.07,0,0,0
947,41.382,73.564,11.739,0.00537,0.2281,0.6503,-3.65,0,0,0
948,59.592,87.994,14.423,0.01381,0.05,0.5931,0.19,0,0,0
949,51.57,105.933,17.898,0.02904,0.1441,0.6187,1.1,0,0,0
950,36.402,42.738,27.569,0.12001,0.066,0.5995,1.55,0,0,0
951,23.253,55.011,27.049,0.01401,0.2492,0.6482,2.01,0,0,0
952,53.841,93.252,26.28,0.03089,0.1256,0.6596,5.19,0,0,0
953,73.467,127.388,27.85,0.01279,0.1869,0.6362,7.15,0,0,0
954,49.624,85.623,57.23,0.22116,0.1688,0.6681,7.53,0,0,0
955,65.543,123.01,26.409,0.02162,0.1547,0.6503,7.3,0,0,0
956,89.608,156.465,12.664,0.02591,0.0875,0.6228,8.07,0,0,0
957,104.419,191.5,30.916,0.00921,0.1714,0.7055,9.71,0,0,0
958,129.135,249.529,34.678,0.04145,0.1467,0.7084,10.64,0,0,0
959,137.341,175.624,25.419,0.01372,0.1781,0.6866,11.06,0,0,0
960,135.961,223.207,22.808,0.03852,0.2544,0.7001,13.06,0,0,0
961,147.812,228.08,17.122,0.00204,0.1863,0.6262,12.87,0,0,0
962,154.376,297.462,23.3,0.10574,0.1698,0.6326,14.94,0,0,0
963,200.164,343.063,16.387,0.05057,0.051,0.6393,15.96,0,0,0
964,204.873,390.035,4.691,0.02982,0.1161,0.6462,16.0,0,0,0
965,197.753,286.969,2.228,0.00383,0.2242,0.6533,16.53,0,0,0
966,197.563,305.298,17.633,0.07746,0.05,0.6606,17.0,0,0,0
967,234.469,454.387,22.0,0.08122,0.0917,0.6681,19.87,0,0,0
968,227.714,306.19,14.344,0.06976,0.1138,0.6759,19.34,0,0,0
969,231.404,334.901,15.747,0.05147,0.0982,0.6838,19.56,0,0,0
970,204.824,326.537,15.06,0.11832,0.2146,0.692,19.88,0,0,0
971,270.678,407.128,6.338,0.00563,0.1151,0.7003,21.55,0,0,0
972,276.899,539.153,5.02,0.00921,0.0913,0.7088,22.37,0,0,0
973,262.01,393.69,1.0,0.02453,0.0788,0.7175,20.52,0,0,0
974,255.766,384.737,4.915,0.00096,0.1998,0.7264,21.0,0,0,0
975,258.352,483.777,15.022,0.00815,0.1494,0.7355,20.68,0,0,0
976,295.554,557.971,14.558,0.00767,0.0844,0.7447,21.83,0,0,0
977,246.476,385.088,13.366,0.0,0.2335,0.7541,21.91,0,0,0
978,236.327,368.609,19.185,0.01658,0.2339,0.7637,19.87,0,0,0
979,257.528,508.436,12.532,0.00313,0.2034,0.7734,19.34,0,0,0
980,242.083,310.841,4.876,0.00715,0.05,0.7832,18.12,0,0,0
981,217.199,282.939,19.475,0.07684,0.124,0.7932,18.66,0,0,0
982,212.99,394.097,14.539,0.05461,0.1353,0.8033,17.72,0,0,0
983,198.864,363.498,16.874,0.01328,0.3134,0.8135,19.17,0,0,0
984,244.252,458.784,18.173,0.00626,0.3048,0.8239,19.63,0,0,0
985,265.448,398.988,10.667,0.02207,0.1251,0.8343,21.94,0,0,0
986,252.741,465.843,24.245,0.05836,0.245,0.8449,23.42,0,0,0
987,310.463,569.767,15.849,0.00948,0.1463,0.8556,25.04,0,0,0
988,288.386,368.759,17.533,0.01663,0.2857,0.8663,24.86,0,0,0
989,248.083,381.982,13.855,0.00117,0.361,0.8772,24.13,0,0,0
990,334.806,441.453,6.775,0.00444,0.1891,0.8881,26.38,0,0,0
991,307.152,455.849,15.486,0.01373,0.3193,0.8991,26.64,0,0,0
992,293.409,374.038,21.674,0.00859,0.238,0.9101,25.53,0,0,0
993,317.695,608.066,19.907,0.00157,0.2018,0.9212,25.49,0,0,0
994,304.688,589.672,21.366,0.01591,0.2693,0.9324,27.04,0,0,0
995,308.16,546.815,17.288,0.02293,0.3809,0.9436,28.42,0,0,0
996,250.936,459.431,26.776,0.08436,0.452,0.9548,27.25,0,0,0
997,306.248,445.718,29.519,0.00287,0.3421,0.9661,27.09,0,0,0
998,303.719,413.301,23.08,0.00322,0.3153,0.9774,26.59,0,0,0
999,284.994,551.833,27.132,0.00588,0.3618,0.9887,27.18,0,0,0
1000,284.89,421.946,29.869,0.04409,0.4168,1.0,28.1,0,0,0
